listing_id,title,condition,price,shipping,seller_name,seller_feedback_pct,seller_feedback_count,product_stars,product_ratings_count,location,page
407051837135,Apple iPhone 11 Black Parts,Parts Only,C $106.49,+C $35.06 shipping,jusmar_8434,0,3,,,United States,1
168428563244,Apple iPhone 11 - 64 GB - Black & Slate (Unlocked) (CA),Pre-Owned,C $180.00,+C $19.99 shipping,xelrahc,100,141,4.5,50,,1
298274184657,Apple iPhone 11 - 64 GB - Black (Unlocked),Pre-Owned,C $199.99,+C $14.99 shipping,mohald-76,100,9,4.5,50,,1
137176243472,Apple iPhone 11 Pro A2160 64 GB Damaged Screen As Is Parts Only Faulty,Parts Only,C $112.48,+C $16.58 shipping,olivers-outlet,99.5,1400,,,,1
226908665052,Apple iPhone 11 Pro 64-256-512GB Unlocked - Refurbished Excellent,Excellent - Refurbished,C $362.09,+C $120.87 shipping,electronicdea1s,99.2,39500,4.0,13,United States,1
276216536054,Apple iPhone 11 64GB Unlocked Excellent Condition - All Colors,Excellent - Refurbished,C $262.69,12-MONTH WARRANTY • HAND TESTED • FREE SHIPPING,itsworthmore,99.6,163700,5.0,66,United States,1
397459086524,Apple iPhone 11 - 64 Gb - Black - Unlocked,Pre-Owned,C $180.00,+C $35.00 shipping,merchseller005,100,7,4.5,50,,1
398095402794,iPhone 11 - 64GB - red -Excellent condition - unlocked - Physical SIM,Pre-Owned,C $218.90,+C $30.00 shipping,worldbossgroup,95.2,32,4.5,22,,1
178236773247,Apple iPhone 11 Pro Max 64GB Gold Unlocked Face ID Not Working Read Description,Pre-Owned,C $154.99,+C $17.35 shipping,letechzone.electronique,92.3,11,5.0,3,,1
178206019823,Apple iPhone 11 Pro 64GB Unlocked – Battery 72% – Fully Tested,Pre-Owned,C $219.99,+C $17.35 shipping,letechzone.electronique,92.3,11,4.0,13,,1
157974989015,"iPhone 11 64GB Unlocked - Fully Functional, Cosmetic Wear",Parts Only,C $154.94,+C $13.45 shipping,judaugu-37,100,27,4.5,50,,1
278089685117,Brand New Sealed Box Apple iPhone 11 - 64GB - Black (Straight Talk/TracFone),Brand New,C $248.49,+C $108.40 shipping,e-salesdirect,99.7,1200,5.0,10,United States,1
127735093615,90% N ew Apple iPhone 11 Pro Max Unlocked 64/256/512GB - All colors -Smartphone,Pre-Owned,C $227.20,+C $5.68 shipping,myphone2016,99.8,1000,,,China,1
318446575498,Apple iPhone 11 - Unlocked (CA),Pre-Owned,C $235.00,+C $18.27 shipping,nexatek_ca,100,42,4.5,50,,1
198015498677,Apple iPhone 11 64GB Purple A2111 MWKR2LL/A Verizon Clean ESN Good (AVA),Good - Refurbished,C $184.53,+C $79.18 shipping,auditmacstech,99.8,20500,5.0,13,United States,1
137274152799,Apple iPhone 11 - 64 GB - Black & Slate (Unlocked) (CA),Pre-Owned,C $185.00,Free shipping,ysfca_19,0,0,4.5,50,,1
318380159256,"⚡BROKEN⚡APPLE IPHONE 11 4G LTE 12MP 6.1"" RETINA IPS LCD IOS HEXA CORE CELL PHONE",Parts Only,C $72.99,Free 4-day shipping,electro_deal_solutions,99.8,2000,,,,1
235211620034,Apple iPhone 11 Pro Fully Unlocked (Any Carrier) 64GB 256GB 512GB SmartPhone,New (Other),C $282.57,+C $102.58 shipping,sigmacellular,99.1,137100,4.5,3,United States,1
407052566351,Apple iPhone 11 Pro 256GB Factory Unlocked Midnight Green,Pre-Owned,C $241.40,+C $35.06 shipping,prestigeselectgoods,100,14,,,United States,1
318173600912,⚡DEFECTIVE/WITH ISSUES⚡ APPLE IPHONE 11 A2111 LTE 12MP IOS HEXA-CORE CELL PHONE,Parts Only,C $89.99,Free 4-day shipping,electro_deal_solutions,99.8,2000,,,,1
196947428345,Apple iPhone 11 64GB Black A2111 MH8D3LL/A AT&T Clean ESN Good (ME),Good - Refurbished,C $184.53,+C $79.18 shipping,auditmacstech,99.8,20500,5.0,36,United States,1
178210209795,Apple iPhone 11 Pro 64GB Unlocked Fully Functional Battery Health 67% Used,Pre-Owned,C $209.99,+C $18.03 shipping,letechzone.electronique,92.3,11,4.5,9,,1
157934075152,Apple iPhone 11 Unlocked- 64/128/256 GB Boxed With Accessories Random Color,Pre-Owned,C $222.94,+C $4.26 shipping,gaowang,100,174,,,Hong Kong,1
267671866905,iPhone 11 Parts Only Purple Sold as is For Parts Repair  Apple iphone 11,Parts Only,C $60.00,+C $13.58 shipping,thayca0,100,84,,,,1
296096291600,Apple iPhone 11 64GB Unlocked Good Condition - All Colors,Good - Refurbished,C $227.19,12-MONTH WARRANTY • HAND TESTED • FREE SHIPPING,itsworthmore,99.6,163700,5.0,8,United States,1
366460084854,Apple iPhone 11 Black - 64gb - **FOR PARTS AS-IS** 83% Battery Health,Parts Only,C $79.67,+C $18.65 shipping,nwtech9,100,11,4.5,50,,1
800203796842,Apple iPhone 11 A2111 64GB Choose Color Carrier Very Good Refurbished,Very Good - Refurbished,C $212.79,+C $76.28 shipping,reupstock,99.7,9000,5.0,66,United States,1
175334533959,iPhone 11 128 GB Unlocked Black Good Condition,Good - Refurbished,C $299.00,Free shipping,orchardsmartphones,96.7,680,4.5,90,,1
157989595625,Apple iPhone 11 Pro Unlocked 64/256GB Random Color Resealed With Accessories,Pre-Owned,C $211.68,+C $4.26 shipping,gaowang,100,174,,,Hong Kong,1
137412080232,Broken Unlocked Apple iPhone 11 Pro 64GB 26.5 MWCH2VC/A Bad Battery,Parts Only,C $199.99,Free 4-day shipping,paymore_kitchener,99.6,1200,4.0,13,,1
227259446165,Iphone 11 A2111 64 GB Unlocked Verizon AT&T & T-Mobile - White,Brand New,C $212.99,+C $103.04 shipping,fluted,97,985,5.0,4,United States,1
357837281932,"Apple iPhone 11 6.1 "" white 64GB/Unlocked -  like brand new",Pre-Owned,C $195.00,+C $20.00 shipping,jiafe391,0,0,5.0,4,,1
117002880550,Apple iPhone 11 - 64 GB Red Unlocked | Fair,Pre-Owned,C $229.50,Free 3-day shipping,yzwireless,97.5,16600,4.5,22,,1
336586650627,Apple iPhone 11 A2111 64GB | Black | T-MOBILE ONLY,New (Other),C $205.80,+C $84.08 shipping,purpletechnado,99.9,85200,4.5,38,United States,1
188529977337,Apple iPhone 11 A2111 64GB Choose Color Carrier Good Refurbished,Good - Refurbished,C $191.49,+C $73.02 shipping,reupstock,99.7,9000,,,United States,1
267376574430,Apple iPhone 11 | 11 Pro | 11 Pro Max Unlocked AT&T Verizon T-Mobile - Very Good,Very Good - Refurbished,C $222.51,+C $83.18 shipping,uki-mobile,99.6,6900,5.0,8,United States,1
398139827995,iPhone 11 Pro - 64GB -  Green -Good condition - unlocked - Physical SIM,Pre-Owned,C $273.90,+C $30.00 shipping,worldbossgroup,95.2,32,4.5,9,,1
126796000598,Apple iPhone 11 - 64 | 128 | 256 GB - Fully Unlocked - Very Good Condition,Very Good - Refurbished,C $234.30,+C $90.62 shipping,electrapulse,99.6,4000,5.0,47,United States,1
800293806165,Apple iPhone 8 Plus (A1897) - 64GB Factory Unlocked Space Gray - Good Condition,Pre-Owned,C $159.99,+C $15.06 shipping,growthelectronics,100,1200,,,,1
296096291676,Apple iPhone 11 128GB Unlocked Very Good Condition - All Colors,Very Good - Refurbished,C $269.79,12-MONTH WARRANTY • HAND TESTED • FREE SHIPPING,itsworthmore,99.6,163700,4.5,39,United States,1
168476618696,NEW - Apple iPhone 11 - Factory Sealed - 4.7” LCD - 64GB - Black.,Brand New,C $524.00,Free shipping,av1k3l,0,146,4.5,50,,1
178237236496,Apple iPhone 11 Pro Max 64GB Space Gray Unlocked,Pre-Owned,C $219.99,+C $17.35 shipping,letechzone.electronique,92.3,11,5.0,82,,1
397122327572,iPhone 11 Violet 64go / capacité Batterie à 100% / 100% Fonctionnel,Pre-Owned,C $243.61,+C $30.86 shipping,techvision31,97.8,379,,,France,1
298274189879,Apple iPhone 11 Pro - 256 GB - Blaxk (Unlocked),Pre-Owned,C $299.99,+C $14.99 shipping,mohald-76,100,9,5.0,3,,1
276216536192,Apple iPhone 11 64GB Unlocked Very Good Condition - All Colors,Very Good - Refurbished,C $234.29,12-MONTH WARRANTY • HAND TESTED • FREE SHIPPING,itsworthmore,99.6,163700,5.0,47,United States,1
206346543816,Apple iPhone 4 iPhone 4s Unlocked White Black 8GB 16GB 32GB CCD Camera Very Good,Pre-Owned,C $38.34,+C $14.19 shipping,go2phone,99.8,1900,4.5,441,China,1
188529975177,Apple iPhone 11 A2111 128GB Choose Color Carrier Very Good Refurbished,Very Good - Refurbished,C $234.09,+C $81.18 shipping,reupstock,99.7,9000,5.0,12,United States,1
236873623732,Apple iPhone 11 Pro A2160 256GB AT&T ESN Clean,Pre-Owned,C $140.57,+C $66.81 shipping,hovrashok,99.9,12500,,,United States,1
278057983753,Apple iPhone 11 White 64GB - Cricket - Good Condition,Good - Refurbished,C $149.09,+C $71.03 shipping,itsworthmore,99.6,163700,,,United States,1
158045682742,Apple iPhone 11 - 64 GB - Red (Unlocked) Read!,Pre-Owned,C $198.80,+C $78.51 shipping,steba-5801,99.6,403,4.5,22,United States,1
178106597897,Apple iPhone 11 4G  64GB/ 128GB /256GB Unlocked Smartphone All colors- Good,Pre-Owned,C $229.86,+C $4.26 shipping,hongkongmywangelectron_0,100,129,,,China,1
127867753652,Unlocked - Apple iPhone 11 - 64/128/256 GB - Smartphone Face ID 100% Working,Pre-Owned,C $224.36,+C $5.68 shipping,myphone2016,99.8,1000,,,China,1
205867062449,Apple iPhone X - 64GB - Silver (Unlocked) A1901 (GSM) Smartphone READ SCREEN,Pre-Owned,C $119.27,+C $14.19 shipping,dealzeez,99,24200,4.5,161,United States,1
168501582680,Apple iPhone 11 Pro - 64 GB - Space Gray (Unlocked) Excellent,Excellent - Refurbished,C $269.16,Free Shipping / 1 Year Warranty / Clearance Sale,jj_apparels4less,99.9,2100,4.0,13,United States,1
317573385868,iPhone 11 128 Go - Noir - Débloqué - Bon état- SANS FACE ID,Pre-Owned,C $285.82,+C $16.24 shipping,uhtech,100,1900,,,France,1
147405496340,Apple iPhone 11 Pro - 64 GB - Space Grey - FOR PARTS - READ DESCRIPTION,Parts Only,C $125.00,+C $40.86 shipping,retrovibesduster,100,63,4.0,13,,1
157923049608,90% N ew Apple iPhone 11 Pro Max Unlocked 64/256/512 GB Resealed With Accessory,Pre-Owned,C $230.03,+C $4.26 shipping,gaowang,100,174,,,Hong Kong,1
168413826829,Apple iPhone 11 Pro - 64 GB - Midnight Green (Unlocked) (CA) with OG Box,Parts Only,C $160.00,+C $15.21 shipping,gmonee0,100,106,4.5,9,,1
178133425910,90% N ew GOOD iPhone 11pro Factory Unlocked 64G/256G color random Tested,Pre-Owned,C $221.07,+C $4.26 shipping,hongkongmywangelectron_0,100,129,,,China,1
186501287539,Apple iPhone 11 - 64GB | 128GB A2111 (Unlocked CDMA + GSM) Smartphone,Very Good - Refurbished,C $222.51,+C $101.19 shipping,ideal-mobile,99.7,9100,4.5,39,United States,1
186882158430,Apple iPhone 12 mini - 64 GB | 128GB | 256GB (Unlocked) Smartphone - Very Good,Very Good - Refurbished,C $210.80,+C $86.08 shipping,ideal-mobile,99.7,9100,4.5,54,United States,1
287060114402,iphone 11,Open Box,C $222.99,+C $14.14 shipping,8jrkw_72,0,0,4.5,50,,1
287427102691,Apple iPhone 17e - Unlocked - 256GB - Black - Excellent,Excellent - Refurbished,C $763.96,+C $205.89 shipping,buybackboss,99.6,35700,,,United States,1
307033858492,Apple iPhone 11 Pro Max - 64 GB/256GB / 512GB - Unlocked - Good Pre-Owned,Pre-Owned,C $228.00,Free shipping,smartphone1986,0,0,,,Hong Kong,1
127945626342,Boxed - Apple iPhone 12 Pro Max - 128  / 256 /512 GB - UNLOCKED - Good Condition,Pre-Owned,C $340.80,+C $5.68 shipping,myphone2016,99.8,1000,4.5,45,China,1
227406298254,(N9747630) Apple iPhone 11 Unlocked - 64 GB,Pre-Owned,C $294.98,+C $40.00 shipping,productdeliveries,98.6,9100,4.5,50,,1
188233674818,Apple iPhone 11 A2111 64 GB iOS 26.3.1 AT&T Only (Wi-Fi + 4G),Pre-Owned,C $170.39,+C $37.74 shipping,harddrivesonly,99.8,37400,5.0,11,United States,1
206392501030,Apple iPhone 11 - 64GB - Purple (Unlocked) A2221 (CDMA + GSM),Pre-Owned,C $255.24,+C $38.53 shipping,spares_bay,100,1500,,,Australia,1
127730339340,Apple iPhone 11 Pro Max Unlocked 64/256/512GB - All colors -Smartphone good gift,Pre-Owned,C $224.36,+C $5.68 shipping,myphone2016,99.8,1000,,,China,1
366320565455,Broken Unlocked Apple iPhone 11 Pro Max 64GB Gray Cracks bottom right,Parts Only,C $199.49,Free shipping,paymore_st_albert,99.3,147,5.0,82,,1
318543109382,iPhone 11 White 64 GB,Pre-Owned,C $183.18,+C $72.28 shipping,alexus_23,100,37,5.0,4,United States,1
389739182404,Apple iPhone X - 64GB/256GB Unlocked 4G Smartphone good condition,Pre-Owned,C $156.20,+C $5.68 shipping,hkelectronic,100,755,4.5,161,China,1
236778578510,Apple iPhone 11 128GB Black Unlocked AU Great Condition + Shipping Insurance,Pre-Owned,C $245.38,Apple iPhone 11 128GB Black Unlocked AU Great Condition + Shipping Insurance,nathanctk,100,9,4.0,2,Australia,1
127530000019,Very Good Apple iPhone 11 Pro Max Unlocked - 64GB 256GB 512GB -  (CDMA + GSM),Pre-Owned,C $309.49,Free shipping,classicet8,98.2,476,,,China,1
298465015803,Apple iPhone 11 Pro Max - 64 GB - Midnight Green  (CA) unlocked,Pre-Owned,C $280.00,+C $21.66 shipping,1st.software,100,50,,,,1
158020120068,Apple iPhone 11 64GB [A2111] Purple (Unlocked) FAIR - Fully Functional - BAT 72%,Pre-Owned,C $167.55,+C $69.51 shipping,wise_smartphones,99.8,402,5.0,8,United States,1
397797824093,iPhone 11 128 Go - Rouge- Débloqué - Batterie neuve,Good - Refurbished,C $324.79,+C $24.36 shipping,aubertech,100,126,,,France,1
168488947382,Apple iPhone 11 - 128 GB - Purple (Factory Unlocked)  EXCELLENT,Excellent - Refurbished,C $282.41,Free Shipping / 1 Year Warranty / Clearance Sale,jj_apparels4less,99.9,2100,4.5,39,United States,1
198442051443,iPhone 11 Pro Max – 64GB – Excellent Condition – Accessories Included,Pre-Owned,C $325.00,+C $13.53 shipping,xyjw3682,100,28,,,,1
389728782174,90%N ew Original Apple iPhone 4/4s 8-16-32-64GB Black/White Factory UNLOCKED,Pre-Owned,C $42.59,+C $5.68 shipping,hkelectronic,100,755,,,China,1
227162962748,iPhone 11 Red Edition 64gb With 3  Cases And Back Camera Protectors,Pre-Owned,C $240.00,+C $17.88 shipping,ama_358371,100,8,4.5,50,,1
406961163746,Apple iPhone 12 Pro Max 128gb- Great Condition-Unlocked- Pacific Blue,Pre-Owned,C $369.95,Free shipping,tikitakatechbuyback,100,174,4.5,25,,1
206348947038,Apple iPhone 4 - 8GB 16GB 32GB - All Colors -  Unlocked Tested With Charge Cord,Pre-Owned,C $53.95,Free shipping,go2phone,99.8,1900,4.5,109,China,1
366486468102,Broken Unlocked Apple iPhone 11 Pro Max 64GB Gold 26.4.1 MWH12VC/A Bad Battery,Parts Only,C $230.99,Free shipping,paymore_st_albert,99.3,147,5.0,3,,1
377316178323,iPhone 11 99% battery,Brand New,C $300.00,+C $13.58 shipping,starbuyer81,0,0,4.5,50,,1
127867707951,Apple iPhone 11 Pro Fully Unlocked (Any Carrier) 64/256/512GB SmartPhone,Pre-Owned,C $213.00,+C $5.68 shipping,myphone2016,99.8,1000,4.5,19,China,1
278141424069,Apple iPhone 11 Black 128GB Verizon - Good w/ White Spots,Good - Refurbished,C $217.25,+C $86.71 shipping,itsworthmore,99.6,163700,4.5,12,United States,1
318137002344,iPhone 11,Pre-Owned,C $310.00,Free shipping,qbtcrr,100,75,4.5,50,,1
257594283021,Apple iPhone 11 Pro Max FULLY Unlocked - Excellent Mint Condition (Gold),Pre-Owned,C $312.40,+C $39.26 shipping,drjosephhas,100,206,5.0,3,United States,1
307034054583,Apple IPhone 11 64GB/128GB/256GB - ALL COLOURS - UNLOCKED -  GOOD CONDITION,Pre-Owned,C $221.00,Free shipping,smartphone1986,0,0,,,Hong Kong,1
276255253511,iPhone 11 - Factory Unlocked - 64GB - Black - Good,Good - Refurbished,C $237.14,+C $91.28 shipping,buybackboss,99.6,35700,5.0,47,United States,1
307031229847,Broken Unlocked Apple iPhone XS 64GB 17.1.2 MT942VC/A Back Cracked,Parts Only,C $139.99,Free shipping,paymore_chinook,99.4,525,,,,1
366463855960,"Apple iPhone 11 Pro Max  Unlocked 64/256g 6.5"" 12MP 4GB Ram Colors random Tested",Pre-Owned,C $234.87,+C $4.26 shipping,mywa2737,100,5,,,Hong Kong,1
256720998075,Apple iPhone 11 Black 64GB Fully Unlocked (Verizon + Sprint + GSM) - Good,Good - Refurbished,C $212.25,+C $86.42 shipping,breedproducts,98.7,158900,5.0,47,United States,1
196303204231,Apple iPhone 11 Pro Fully Unlocked (Any Carrier) SmartPhone 64GB 256GB Very Good,Very Good - Refurbished,C $255.59,+C $96.38 shipping,sami809,99.3,271400,4.0,13,United States,1
287419607739,Apple iPhone 11 256GB Black A2111 ((Unlocked)) EXCELLENT,Excellent - Refurbished,C $283.22,+C $101.89 shipping,soonersoft,99.4,192900,4.5,35,United States,1
158009999580,Apple iPhone 11 A2111 128GB Choose Color Carrier Good Refurbished,Good - Refurbished,C $226.99,+C $79.55 shipping,reupstock,99.7,9000,4.0,10,United States,1
277090856394,Apple iPhone 11 A2111 - 64GB | 128GB | 256GB - Unlocked Verizon T-Mobile AT&T,New (Other),C $222.51,+C $87.83 shipping,tech-hobbies,99.7,10400,5.0,47,United States,1
127753902993,Apple iPhone 11 Pro Max Unlocked 64/256/512GB - Matte Green -Smartphone,Pre-Owned,C $227.20,+C $5.68 shipping,myphone2016,99.8,1000,,,China,1
206035914250,iphone 11 64gb unlocked red,Pre-Owned,C $150.00,+C $29.65 shipping,toddtodd1990,0,108,4.5,50,,1
257603130050,"Apple iPhone 11 128GB Red Unlocked multiple Issues, Read Description",Parts Only,C $134.90,+C $45.78 shipping,ggilbert5136,99.6,3300,4.5,27,United States,1
127952427438,Apple iPhone 11 Pro 256GB,Pre-Owned,C $213.00,+C $68.33 shipping,christinas.closetgg,100,139,5.0,3,United States,1
158049003992,Apple iPhone 11 A2111 64GB Spectrum White Good Refurbished,Good - Refurbished,C $170.19,+C $76.74 shipping,reupstock,99.7,9000,,,United States,1
366495767301,Apple iPhone 11 — 64GB | Model A2111 | Unlocked Factory Reset · Clean IMEI · iCl,Pre-Owned,C $168.98,+C $41.25 shipping,lugo_1,0,1,,,United States,1
285390719762,Apple iPhone 11 - 64GB 128GB 256GB - All Colors - Very Good Condition,Very Good - Refurbished,C $258.44,+C $96.18 shipping,buybackboss,99.6,35700,5.0,8,United States,1
236616079254,READ - Apple iPhone 11 A2111 Unlocked 64GB Green- No Face ID BH-100%,New (Other),C $241.40,+C $100.18 shipping,cconcepts1922,99.5,622,5.0,66,United States,1
277320656678,Apple iPhone 11 | 11 Pro | 11 Pro Max - Unlocked AT&T Cricket T-Mobile Verizon,Very Good - Refurbished,C $222.51,+C $100.24 shipping,tech-hobbies,99.7,10400,,,United States,1
115043114045,Apple iPhone 11 64gb FACTORY UNLOCKED CDMA + GSM - EXCELLENT,Excellent - Refurbished,C $198.06,1 Year Warranty - FREE RETURNS - FREE SHIPPING,everythingforlesss,99.8,88600,4.5,38,United States,1
800293835513,Apple iPhone 8 Plus (A1897) - 64GB Factory Unlocked Space Gray - Excellent,Pre-Owned,C $169.99,+C $15.06 shipping,growthelectronics,100,1200,,,,1
287418276468,90%N ew&Original Apple iPhone 4/4s 8/16/32/64GB UNLOCKED Black/White ﻿Gift,Pre-Owned,C $41.17,+C $4.26 shipping,phonepro888,97.2,67,4.5,34,China,1
137428791193,"6.1"" Apple iPhone 11 Unlocked 64/128/256GB All colors Smartphone Good Condition",Pre-Owned,C $235.72,Free shipping,yequmobile,0,0,,,China,1
365922549039,Apple iPhone 11 64GB Unlocked - For Parts Only,Parts Only,C $120.00,+C $22.13 shipping,maplemobilemarket,100,3,4.5,50,,1
277502320614,Apple iPhone 11 | 11 Pro | 11 Pro Max - Unlocked AT&T Cricket T-Mobile Verizon,New (Other),C $236.00,+C $87.83 shipping,tech-hobbies,99.7,10400,5.0,47,United States,1
158048998041,Apple iPhone 11 A2111 64GB Xfinity Purple Very Good Refurbished,Very Good - Refurbished,C $184.39,+C $80.00 shipping,reupstock,99.7,9000,5.0,1,United States,1
157918026084,Apple iPhone 11 Pro Max Unlocked 64/256/512 GB Random Color Tested Good,Pre-Owned,C $230.04,+C $4.26 shipping,gaowang,100,174,,,Hong Kong,1
327187025191,Brand New Sealed Apple iPhone 11 A2111 64GB Sprint/ Boost Black NEW IN BOX,Brand New,C $283.93,+C $114.45 shipping,spincaferecord,100,656,5.0,5,United States,1
398004173686,iPhone 11 Pro Max - 64GB - Black - Physical SIM,Pre-Owned,C $329.90,+C $30.00 shipping,worldbossgroup,95.2,32,,,,1
276265402613,iPhone 11 - Factory Unlocked - 128GB - Black - Good,Good - Refurbished,C $247.08,+C $93.56 shipping,buybackboss,99.6,35700,4.5,90,United States,1
158058956729,Apple iPhone 4s Unlocked 8/16/32/64GB Black White iOS 6/iOS 9 With Accessories,Pre-Owned,C $44.01,+C $4.26 shipping,gaowang,100,174,4.5,441,Hong Kong,1
